reviewer_name,review_time,star_rating,headline,review_content,experience_time
Linda Drake-Cotrufo,2018-12-30T01:52:15.000Z,Rated 1 out of 5 stars,Thanks walmart you POS,"I ordered my daughter her Christmas gift on December 14th and received a delivery date of the 15th for a 500gb Xbox 1s Minecraft bundle...the night before it was scheduled to be delivered I received a message stating “cannot be delivered to your address” - I immediately called walmarts 800 number and was given the run around till I finally reached a woman who told me they were out of stock and the only one that had plenty of stock was the 1tb model for $20 more...so now it’s the 15th in the evening and I place the order after she confirmed supposedly with the back they had stock and received a confirmation number..the next day I got a tracking number stating it had a delivery date of the 18th, so I assumed the 2 days started late because I placed the order in the evening...everything seemed to be going ok till late on the 17th when I checked the status and it suddenly changed to “backordered” I panicked and called walmart customer relations who said they were pulling from all sources and I would still get it in time for Christmas...in the morning I checked again and found it had changed again to say it would be delivered 12/20 so once again I called corporate to which they told me they had found me an Xbox and it was on a truck and UPS just had not updated the tracking info and occasionally they don’t update until the package is on a persons door...so I relaxed but then I received another update saying it would arrive on the 24th...by this time I’m having a panic attack because I could’ve ordered from a different store like Costco and been safe...so I call them AGAIN this time cussing and letting them have it - and they assure me no more issues...it WILL BE HERE IN TIME FOR CHRISTMAS!!! Christmas Eve comes and goes...no present! They charged my card the $ but no merchandise... and then I got an update stating it had shipped on the 24th to arrive on the 28th so I framed a photo of my daughters gift with an explanation..well today I logged in yet again and it won’t be here till January 3rd!!! Over THREE WEEKS AFTER I ORDERED THE DAMN THING!! I’m so done with these POS!!!","December 30, 2018"
Crissy DiGirolamo Finch,2018-12-29T03:07:11.000Z,Rated 1 out of 5 stars,I Will NEVER shop here again,"I ordered stuff on line to pick up in store. Was headed their the next day to get it and received an email some items were not in stock but I could ship them.  So if I had to have 1 item ship then I wanted them all to ship but that wasn’t an option. So I called the customer service and she was rude as hell.... I then decided to give walmart another chance and again they were horrible.  I called ahead bc according to their website they had this item in stock, BUT I wanted to be sure before I drove all the way their and she reassured me they did.  I get there they have none so I asked for them to check in the back and she did, 10mins later I asked for her to check again as she rolled her eyes she radioed to the back and the girl immediately responds with “oh no we don’t”. I guess it was too hard for her to actually respond and let them know. I asked why their website says they have plenty and I showed her what I was looking at and she shrugged her shoulders and offered me no information.  The employees in the store and the customer service team are extremely rude and absolutely no consideration for others..","December 29, 2018"
Jessica,2018-12-28T21:24:22.000Z,Rated 1 out of 5 stars,Worst place to shop ever,"Worst place to shop ever! I just got through with my order got charged and everything said it was being processed the next day it says half of my order got canceled due to an error on their part and that I won't be charged....uh wth? Ok fine so the next day I was charged for the canceled items so I called customer service they said they couldn't tell me why it was canceled only that it was and to wait 3-5 business days for my refund, so basically they are making money off my money and buying anything from walmart.com is a full on scam cuz the next day the other half of my order was canceled. Said the same thing canceled for no reason just an error on their  part....savr your money people go to Amazon best customer service there anyways. walmart sucks!","December 28, 2018"
Noah ,2018-12-28T21:16:32.000Z,Rated 2 out of 5 stars,Wow I’m appalled on how walmart works…,Wow I’m appalled on how walmart works now it’s not a legal thing but you can’t even pay with a gift card to buy a gift card that’s very irritating and frankly stupid I won’t be shopping there again,"December 28, 2018"
Corina Gee ,Not found,Rated 1 out of 5 stars,walmart has become criminals!,"Very rude Customer Service. I used Chat online to ask for help reguarding an order I never ever received. The gift I purchased online was a bottle of perfume for my mother for Christmas. walmart stated it was shipped, but it was not shipped because USPS stated they have not received the shipment yet but will begin the process to ship the purchase when they receive it. The man on the online Chat argued that it was shipped! Excuse me, NO it was NOT!  None of this okay! Has walmart turned into thieves now, who steal credit card income for purchases without shipping them, and liars who promise gifts will be received before Christmas, when they are in actuality missing?! I have shopped here with and for my parents, with and for my daughters for over thirty years and walmart just lost a good paying customer! Thank you so much, for destroying my mothers Christmas! walmart Scrooges!","December 28, 2018"
L Carroll,2018-12-28T02:35:52.000Z,Rated 1 out of 5 stars,"Online order never arrived, hard to get refund","I bought two toys for my child at walmart.com. walmart sent a box with only one of the toys inside. The packing slip said that both toys were enclosed in the package, yet the box was too small for the second toy’s dimensions. ","December 28, 2018"
Diana Gomez,2018-12-27T21:19:53.000Z,Rated 1 out of 5 stars,Where is the Xmas gift I ordered,"I went in to walmart store in Culver City calif to purchase the Samsung galaxy watch as the website showed one available I was there at 8:10 am on Dec 17,2018 they did not have watch available so the clerk advised me to order online as the nearest store was 10 miles away and had again only one available she assisted me and the website showed deliver to store and receive by dec 22. It is now Dec 27 it’s still not available in the store and I called customer service and they are telling me it should be in store by dec 27 have I tried calling or going to store .... yes I have and the local store cannot give me any information since the item has not been scanned as in store. This was a Christmas gift so very disappointed","December 27, 2018"
81499cc,2018-12-27T18:34:02.000Z,Rated 1 out of 5 stars,walmart ruins Christmas,I should've read these before ordering I suppose. Placed an order for pickup in store December 11. Received an email product no longer available in store must pick another route so I picked 2 day shipping. Should've been delivered December 13 received email would be December 17 then email for December 19 then email for December 28. Have been in contact with customer service 3 times and all said it'll be here before Christmas. That didn't happen. It was processed on December 11 so I couldn't cancel and then it supposedly shipped on December 19 but it is now December 27 and I haven't received my 2 day shipping item how is that????? walmart ruins Christmas!!! I will tell EVERYONE!!!,"December 27, 2018"
Cristy Sid,2018-12-27T14:12:16.000Z,Rated 1 out of 5 stars,walmart online is a joke...,walmart online is a joke... I ordered a Christmas Present on 12/15 with a promise of two day shipping from walmart they claimed my package would be here on 12/19 of course that day came and passed and it’s not two days after Christmas 12/27 and the package is still “in transit”. I contacted customer service about the matter two days before Christmas and she told me that “two day shipping is not guaranteed and that I’m going to have to wait .” I was livid. I understand sometimes packages take some time but it’s now 11 days and still nothing? I ended up getting the gift at Walmart instead and I’m waiting for this package to come in the mail so I can go to walmart to return it. Absolutely ridiculous. I will NEVER order from walmart online again.,"December 27, 2018"
Sheri Howard,2018-12-27T00:00:40.000Z,Rated 1 out of 5 stars,walmart going downhill with customer service,"walmart has gotten so bad with their customer service, with what they stock and the appearance of their managers. This was the last time I deal with them. It's just one thing after another. Trying to buy a crib and a mattress online to pickup at the store and they said their is no way to ship it to the store for pickup!! Horrible customer service! Buy Buy Baby got my business. walmart going downhill fast!","December 27, 2018"
Andrea,2018-12-26T22:10:31.000Z,Rated 1 out of 5 stars,Worst experience I have ever had with walmart,"Worst experience I have ever had with online orders. I ordered a Kitchenaid mixer that did not work right in November. So I sent it for a replacement, 2-3 weeks later no response so I called and told whoever to return it. Still have NOT received a refund. So I also ordered another mixer thinking I would get it before the holidays as it said it would make it before Christmas. Well it didn't. So I ordered from BestBuy and received it in two days in working condition. This has been the worst experience.","December 26, 2018"
Gladys Oneal,2018-12-25T19:27:32.000Z,Rated 1 out of 5 stars,Management tries to start RIOT in Springdale walmart.,I was in the Springdale walmart 2 days before Christmas.  I was in the return line I had to return my granddaughters pajamas.  There was about 7 or 8 people ahead of me.  This black female employee came over and told us that we all had to get out of the line and go stand at the end of the other line which was even longer.I told her that she was trying to incite a riot. She went and got Hecia who also told me that I had to get at the end of the other line. He also instructed 2 different cashiers not to wait on me.  The people ahead of me went on to cash out while I was talking to the mangers which they had the right to because they had been waiting also. But I went to the security person and explain to him and he said no it's not fair but I need to leave before the police arrive and go file a compliant. The police were on their way. It is now Christmas day and I still have not exchanged my granddaughter pajamas as of yet.,"December 25, 2018"
Robert,2018-12-25T05:27:46.000Z,Rated 1 out of 5 stars,walmart.com sucks......,"I should have read the reviews before ordering a Christmas gift from walmart.com.  I dido all of the other reviews.  walmart.com sucks.  They apparently don’t understand that when someone orders a Christmas gift for someone that the expectation is to receive the gift BEFORE Christmas.  They promised delivery December 19 then 21 then 24, now they don’t even know where it’s at.  I will never shop at walmart.com.","December 25, 2018"
Witty- Kay,2018-12-24T18:31:14.000Z,Rated 1 out of 5 stars,A true test of your customer service - FAILED!,It shouldn’t be this difficult – Order # 9021800852560,"December 24, 2018"
Kaitlyn Piazzolla,2018-12-24T16:22:55.000Z,Rated 1 out of 5 stars,Terrible Experience and Awful Customer Service.,"I ordered a gift off the website that said guaranteed in time for Christmas.  I later got a notification that it would be delayed and not arrive on time. Very upset I called customer service and she said she could not do anything about it. I expressed to her that if you can not guarantee something by the date the website should not say otherwise.  She went on to tell me she would have the product overnighted to me as soon as she could with no additional cost.  That was a lie.  The product was shipped out and not on an over night shipment.  I have since received two additional updates saying the package will be delayed further and now I will not receive the product until December 30th. This is completely unacceptable and upsetting as this was a Christmas gift for someone. I am extremely disappointed and will be taking my business elsewhere, because it is obvious walmart can not keep up with the other stores with shipping and customer service.","December 24, 2018"
Joan Lawless,2018-12-23T18:09:00.000Z,Rated 2 out of 5 stars,I enjoy shopping for a lot of things in…,I enjoy shopping for a lot of things in the store. I am a plus size women and the clothes for me in your store are very few and what is there are very poor quality .Very disappointing!   My store is in Hanover Pa.,"December 23, 2018"
Sara Stanley,2018-12-23T01:56:35.000Z,Rated 1 out of 5 stars,Never order from walmart.com,I ordered a bike on walmart.com dec 6th. They said it would be there the 18th ( which already is way to long) 18th comes and they say it’ll be here by the 22nd. Well no. I spent over an hour complaining and all they can say is sorry here is a 10$ gift card and you’ll just have to wait for it to come. It was a bike for my daughter and now she has nothing to open Christmas morning. I’m beyond mad. Sure I could get a different bike and cancel my order but my kid described to Santa the exact bike and sent in a picture of it with her letter to Santa. She should have to get a different one and 20 days to deliver is ridiculous!!,"December 23, 2018"
Anonymous,2018-12-23T01:50:00.000Z,Rated 1 out of 5 stars,Do not pay for expedited shipping- if your order gets delayed they will just tell you that these things happen.,When making an order it gives you the shipping date so I purchased expedited shipping to get my order before Christmas.  I ONLY did this because items were going to arrive after Christmas and the date changed to plenty of time before with the extra $10. Then two separate times they email me in the middle of the night to say there's a delay.  Like they think I won't see it if they send the email at 2am.  And of course it's the items I paid expedited shipping for.,"December 23, 2018"
Nick agnello,2018-12-23T00:47:49.000Z,Rated 5 out of 5 stars,Tonight at walmart something amazing…,Tonight at walmart something amazing happened my son is 4 years and has autism he went into the store looking for pepperoni pizza but they were closed when three Associates saw that he was upset they turned on the oven and made him a pepperoni pizza they did not have to do this but on top of that they made him two and did not charge him the happiest four year old in the world happy holidays and thanks to those kind people at tarket this is the tarket at rolling oaks in Kissimmee Florida thanks guys,"December 23, 2018"
Susan Thomas ,2018-12-22T17:49:32.000Z,Rated 1 out of 5 stars,walmart online holiday shipping is horrible!!!,"I purchased a gift for my son from walmart on December 19th with guaranteed delivery by December 24th.   Here we are December 22nd and the delivery date is December 27th??   What a joke.  Customer service offered me a 15% discount for the trouble.  That is no help whatsoever, I would much rather have the gift delivered to me when promised.   Going to Best Buy to purchase this gift now and will be returning the walmart gift when it arrives - after Christmas. Never again walmart!!","December 22, 2018"
Jane Yau,2018-12-22T16:21:20.000Z,Rated 1 out of 5 stars,walmart online free gift card is a hoax,"I ordered face lotions online, it showed that if you ordered 3 or more items you will get free $5 gift card. So I ordered more lotions than I actually needed.","December 22, 2018"
Darcy Hanson,2018-12-22T05:33:00.000Z,Rated 1 out of 5 stars,Big Business,I have been there twice and spent over $500. Wrapping presents tonight found a tag which is hard plastic on his sweatshirt. I no longer have the receipt and do not want to spend hours in line for a return. You even have wait forever to pay! Obviously they are doing well and do not need our business  you can’t even leave a review without someone stealing your identity,"December 22, 2018"
Vianney Espinal,2018-12-22T03:58:24.000Z,Rated 1 out of 5 stars,I bought  my daughter  christma  gift…,"I bought  my daughter  christma  gift on walmart 3 week ago i went to the store for pick up, they talk me i have to came back another day that they gone to send me the day, i went there again and they just talk me or it was sold out everywhere  i give it the refund but went i went there it was a loy and they dont give to me i order 3 time more on diferent walmart 2 in queen one by riverdale i travel there they same tje email ready for pick up went i went there again sorry for you travel we forgwt to sent you the email that we cancel the order so i never buy nothing again.","December 22, 2018"
William Shephard,2018-12-21T22:54:12.000Z,Rated 1 out of 5 stars,Ordered my son Christmas gifts on…,"Ordered my son Christmas gifts on walmart online, they shipped it to the wrong address.  Call customer service and they say they cant ship it to my new address or a store???? Really?? Just a refund... how in the hell does that help me now??  Tired of dumb companies....so next year it will be  Amazon only.  Got everything i ordered from them...and they are always bending over backwards to make the customers happy. So dissatisfied with walmart Online. Such a waste of time... go to Amazon and save yourself the aggravation.","December 21, 2018"
Valued Customer,2018-12-21T16:22:01.000Z,Rated 1 out of 5 stars,walmart online is a huge letdown!,"walmart online is a huge letdown. I ordered two bikes to arrive in the store on Dec. 14. On Dec. 14th, I received an email that the delivery was delayed and they were expected on Dec. 18th. I was advised to expect  another email when the items arrived in the store. Having heard nothing, I called customer service on Dec. 21st only to learn the order was canceled because one bike was out of stock and the other could not be delivered before Christmas. I was NOT notified of this cancellation, and my Christmas plans are now ruined. It's only Amazon from now on.","December 21, 2018"
Jorge ,2018-12-21T15:58:50.000Z,Rated 1 out of 5 stars,NEVER BUY FROM walmart ONLINE!,I honestly wouldn't give it even a one star! walmart advertised an arrival date of the 21st of December before I purchased the item. This was one of the biggest reasons why I purchased it from them in the first place. Checked the tracking and it won't be here till the 27th -.- Now I don't have a Christmas present for my niece. Spent over 3 hours on the phone talking to 5 different agents just to be told they can't do anything about it. Horrible service! NEVER BUY FROM walmart ONLINE! Always buy in store with them!,"December 21, 2018"
Hollie,2018-12-21T03:12:30.000Z,Rated 1 out of 5 stars,NEVER ORDERING FROM walmart AGAIN!,"Placed order Dec. 13 with 2 day shipping. Received an email today stating delivery date 12/28! The item wasn’t shipped for 6 days! Two day shipping is a lie and FALSE ADVERTISING! So much for that Christmas gift! After waiting on hold for almost an hour, customer service says there’s nothing they can do. I’ll never order from walmart again.","December 21, 2018"
Jennifer Lynn Hucul,2018-12-21T01:56:37.000Z,Rated 1 out of 5 stars,NO PRESENT FROM SANTA FOR A 5 YEAR OLD…,"NO PRESENT FROM SANTA FOR A 5 YEAR OLD BOY!! My son asked Santa for one be gift as always, and as always I make sure that is the main gift he gets from Santa. I ordered an item online on December 19th, not knowing this is one of the hottest toys this year. I received a confirmation email which stated a “delivery date” (to the store for pick up) of DECEMBER 21ST. So I checked the tracking, today and it now says December 27th!! AND if I click purchase AGAIN, it tells me that there’s holiday express shipping guarantees December 24th!! I thought it was an error so I called. There was no error. And I was told I was confused that if I reordered it right then it still wouldn’t be until the 27th! I tried again to point out what it said online I WAS LOOKING RIGHT AT IT and she told my that I cannot cancel the order or get a refund until December 27th. I did ask to speak with someone else and waited on hold again. The second woman I talked to was much more personable but told me the same thing. There is a disclaimer when you pick SHIP TO STORE that it can take 4-10 days. So the dates they give you DO NOT mean a thing and I really hope no one believes the “Holiday Express” shipping either I was told flat out it was a lie.","December 21, 2018"
Julie,2018-12-20T19:48:54.000Z,Rated 1 out of 5 stars,I ordered items online for pickup,"I ordered items online for pickup. walmart sent me a message that my order was ready to be picked up. When I got there one of the item was no longer available. So they gave me the option of having it shipped with free two day delivery. After accepting that, I realized that the delivery time was 5 days. There was no option online to cancel the order. I called customer care and they told me that I could refuse the item when it arrived. I told them I wasn't going to be home to refuse it. So they told me that they were unable to cancel the order and that I should wait for it to ship, then call them and they would reroute the shipment. It shipped a few minutes after getting off the phone with them. So I called them again. I was on the phone for over Two hours with them. I spoke to  person including one who hang up saying she couldn't hear me. After calling back and explaining my frustration to a lady, she told me she didnt have the authority to cancel the order and gave me a reference number for a department that could help. So, she transfered me and I was waiting for another 20 minutes. A man came on and after I explained everything to him, he told me that I would have to contact USPS myself. He did not even attempt to assist me. I will never purchase anything online from walmart.","December 20, 2018"
Mishal Abuali,Not found,Rated 1 out of 5 stars,I used walmart's online service for store pickup (El Cajon),I used walmart's online service for store pickup & used my $20 Gift card online. Order # 1022107047269,"December 20, 2018"
Uli,Not found,Rated 1 out of 5 stars,False advertising 2 day shipping,"Horrible. So, I ordered an item with 2 day shipping on December 16th, with guaranteed shipping by December 24th. 4 days later I checked on the ETA and it shows a delivery date of December 28th! That’s 12 days later! Meanwhile I live in the tri state area, not in the middle of nowhere. I called customer service. Sorry nothing we can do. This is why Amazon blows them out of the water. Never again would I order from them for the holidays. Never","December 20, 2018"
Barbara TraceyKing ,2018-12-20T00:42:33.000Z,Rated 1 out of 5 stars,Worst customer service ever,Worst customer service ever,"December 20, 2018"
Anonymous,Not found,Rated 1 out of 5 stars,If I could only give 0 stars,"If I could only give 0 stars, I would. Wanted to give business to a company other than Amazon. Got a promo email on 12/10 with a 2 Day delivery + 20% off promo of nerf guns. Placed order for my nieces and nephews. It’s now 12/19 and I’ve recieved daily emails that my order delivery date has been moved back and HASN’T EVEN SHIPPED YET. Email support—useless. Just got canned response along the lines of ‘higher than normal order volume.’ Got fed up and found support #. Now 45 mins on hold and writing this as I wait. NEVER ORDER ANYTHING FROM walmart.COM.","December 20, 2018"
Sue,2018-12-19T21:57:57.000Z,Rated 1 out of 5 stars,Horrible customer service,"Horrible customer service ! 2 day shipping is a lie . I ordered something December 11 th 2 day ship, today is the 19th and it still has not come.","December 19, 2018"
Joy Anna,2018-12-19T20:14:33.000Z,Rated 1 out of 5 stars,walmart.com is horrible!!!,Ordered 2 Christmas trees on Black Friday with free two day shipping. Finally got them 10 days later and they were broken! I’ve spent HOURS on hold with customer service agents. One girl said sorry you need higher up management. He orders me two more trees for free and said I’d have them in two days. That was two weeks ago!! Still no trees. Have called on and made a case number bc I needed a manager again. Now been on chat for TWO HOURS and the second level agent is not sure what to do. OMG! This is so ridiculous! Horrible customer service walmart!!!,"December 19, 2018"
crystal westwood,2018-12-19T17:18:13.000Z,Rated 1 out of 5 stars,Unprofessional employees at walmart,"I ordered my son's birthday present online at the clovis ca sierra vista mall walmart, and when I went in to pick it up, esmerelda, (bad walmart employee), cancelled my order without my aproval. She made it so I have to wait 7 days for my money to be put back into my account before I can repurchase the item again. My son's birthday was the next day. So unfortunately, he didn't get his birthday present on time. She also blamed me for the incident. Yet, she's the one in control of the buttons. Very dissatisfied.","December 19, 2018"
Zeke O.,2018-12-19T04:52:06.000Z,Rated 5 out of 5 stars,I love shopping with walmart,"I love shopping with walmart. Their baby products, specifically clothing are nice and inexpensive. Every time I buy something, before checkout, their staff would always offer me a discount. Staffs are friendly and helpful.","December 19, 2018"
Laura nutto,2018-12-18T16:42:13.000Z,Rated 1 out of 5 stars,Is anyone in their department to answer a call????,"Called Christiana Mall store in Delaware on a Tuesday 12/18 at 11am to confirm an item was in stock as the internet had said. ( Last time it said it was in stock online, it wasn't). I live  an hour and half away. Using the touch tone, Transferred call to Electronics, where it hung up after about 5 minutes of ringing. Called back and was transferred this time by customer service and the same thing happened 5 minutes of waiting to be hung up on again. I called a third time,asked for a manager and waited another 5 minutes before I have to hang up because my break was over. Frustrated by the lack of true customer service and the fact that the internet isn't updated real time with availability of items in stock.","December 18, 2018"
JSmith,2018-12-17T19:53:57.000Z,Rated 1 out of 5 stars,If i could give this place 0 stars I…,If i could give this place 0 stars I would. I ordered a special cabinet with 2 day shipping and of course I am still sitting here day 6 no cabinet. I contacted customer service and they said well according to our records this is where your cabinet is currently located...they preceded to give me the location according to UPS. I knew all that- They need to stop false advertising the 2day shipping- Worst customer experience ever!,"December 17, 2018"
MichelleBellamy ,2018-12-17T19:37:31.000Z,Rated 1 out of 5 stars,Quick to take money,Order something online that take money but when that own you take forever to get your refund deal with third party company is bad customer service people speak very bad English,"December 17, 2018"
Mandi K Erdes,2018-12-17T19:24:03.000Z,Rated 5 out of 5 stars,Order Pick Up,"Today I ordered a backup for my son and had it scheduled for pickup during my lunch hour. When I walked in I noticed the line was pretty long and at first was disappointed that I may be waisting my lunch hour in line. There were two ladies working customer service and to my surprise the line was moving very quickly. The were both so nice and very helpful. I had my order within minutes of walking through the door! Thank you for your great customer service, I will definitely plan on using the order pick up option more often.","December 17, 2018"
Mattie Licciardoni (Lady Hawk),2018-12-17T13:54:01.000Z,Rated 1 out of 5 stars,If only I could leave zero stars! Stick with Amazon.,"If only I could leave zero stars.  walmart, you are a huge disappointment.  I ordered a bed online - why did I do this to myself?  Great price.  ","December 17, 2018"
Shanna Hatcher,Not found,Rated 1 out of 5 stars,I had the worst experience ever from…,I had the worst experience ever from walmart.com it took three weeks to get my online order after I called three times they lost my order at the store but before that they had canceled something on my order that was already supposed to be sent to me through email walmart.com said that it was technical difficulty and they were sorry  yeah they did not fix the problem I waited on the other item in my order to be sent another week passes in the store can’t find my order can’t see my order tells me to call walmart.com because they have nothing to do with walmart.com come to find out my order had been delivered to the store a week ago but somehow did not get scammed and when it was delivered via fedx This was my first and only time ordering from  them and I would never order or shot which walmart again,"December 17, 2018"
Jeannette Pfeiffer,2018-12-16T20:00:11.000Z,Rated 5 out of 5 stars,Senior citizen grateful for compassionate technician at walmart!,"As a senior citizen and not ""tech"" savy, I was reluctant when I visited the walmart Store in West Chester, Ohio with a problem with my cell phone.  A technician by the name of Nigel immediately took charge of my concerns and made me feel that my complaint was of the utmost importance. Of course the problem was minor and he took care of it with little effort.  Might I just say how much I appreciated his kindness and consideration.  Thank you Nigel and thank you walmart for providing such compassionate service to an 80 year old.","December 16, 2018"
customer,2018-12-16T01:19:30.000Z,Rated 1 out of 5 stars,The walmart customers service is really bad,"The walmart customers service is really bad. I called 3 people to try to reset my red card account online but they were not able to. The worst is that every person I called is not just able to resolve my problem they kick the ball among them and the last person just simply hang up the phone after he said he was transferring me to another specialist! It is ridiculous that each person said he/she is transferring me to the ""specialist ""!","December 16, 2018"
Peggy Wilber,2018-12-15T21:11:39.000Z,Rated 1 out of 5 stars,Buyers Beware: not enough cash registers open in the evening -- long lines!,"Recently, I have been shopping at walmart (East in Colorado Springs) after work in the evening. Each time, there was only ONE cashier and  TWO self-check-out stations open. There were long lines of people waiting to pay for their purchases  -- up to 9 people in line. This week, I waited in the self-check-out line for 10 minutes. After I checked my 22 items, I was told that walmart didn't accept checks in the self-check-out line. This was not posted anywhere!","December 15, 2018"
Brenda Mcgee,2018-12-14T20:28:36.000Z,Rated 1 out of 5 stars,First time I ordered from them DON'T DO…,First time I ordered from them DON'T DO IT wrong product shipped THERE ANSWER WE'LL RESHIP IT BUT THEY DIDN'T NOT UNTIL WRONG PRODUCT THEY SHIPPED YOU RETURN HORRIBLE SERVICE,"December 14, 2018"
Jay,2018-12-14T19:26:03.000Z,Rated 1 out of 5 stars,Untrustworthy,"Untrustworthy. Unreliable. Unacceptable. Worst customer support for a major company out there. I Pre-Ordered an item through them on Nov. 1st. and the item was confirmed with an estimated delivery date of Nov. 14th. Every week since, this item is delayed by a week. I spoke with a representative over the phone and they gave me a guarantee that I would get my item on a specific date. A few days after the phone call it was delayed again. Another phone call. Another guarantee. Another delay.","December 14, 2018"
PAL,2018-12-14T19:22:45.000Z,Rated 1 out of 5 stars,"Went to walmart in Monroeville,Pa today…TO GET CONNECTED TO CONSUMER CELLULAR PHONE SERVICE","Went to walmart in Monroeville,Pa today to sign up for consumer cellular phone service. ","December 14, 2018"
Lisa,2018-12-12T14:55:08.000Z,Rated 1 out of 5 stars,walmart..,walmart... Horrific customer service.  US call goes to the Philippines  Confused about question over a half and hour on hold... Then they said they would check into it put me on hold again...another 20 minutes and then disconnect my call... called back another 10 minutes on hold.. asked to speak with someone in US ....another long hold .....a nightmare...all done with walmart.,"December 12, 2018"
Arvin,2018-12-12T05:28:15.000Z,Rated 5 out of 5 stars,10% off gift cards,10% off gift cards. That’s like 10% off cash. Needless to say I stacked up,"December 12, 2018"
Sofia,2018-12-11T02:15:03.000Z,Rated 3 out of 5 stars,an Ok store,Nice variety of things. Ok prices.,"December 11, 2018"
John Willard ,2018-12-11T01:20:56.000Z,Rated 1 out of 5 stars,Family values,walmart has to be the worst store in the United States since they have started having unisex restrooms My family will never shop there anymore,"December 11, 2018"
Sal L,2018-12-10T22:20:35.000Z,Rated 1 out of 5 stars,Would not honor price on their own website.  False advertising.,"Saw a great price on a Nest thermostat (I have the screenshot) but when I added to cart the price jumped $70!  Went all the way up the line to top CS staff but they would not budge.  False advertising to get me on the site but then would not honor the online price.  They said the price was ""updated"" which is walmart speak for ""we decided to raise the price even though our website shows a lower one"".   If you're going to try to compete with Amazon, at least be honest with your pricing.","December 10, 2018"
Melody Jackola Mendiola,2018-12-10T15:43:37.000Z,Rated 1 out of 5 stars,"Poor customer service alert***, online order","Poor customer service alert*** I ordered something from walmart.com on Nov 26 (cyber Monday).  I chose to have it shipped to the store for pick up. It said it would be ready between Dec 1-Dec 5. On Dec 5, I got an email saying it had been delayed, and was now expected between Dec 5-Dec 9. No word by Dec 9, so I stopped in the store to ask. They looked at the email, and said it had been shipped to the store, but they were running behind, check back in a few days. Ok that's understandable.  Its the holidays, I get it.  Today, Dec 10, I get an email saying they had to cancel the order.  Sorry. But don't worry we didn't charge you.   walmart, this is not okay!!!!! You jerk me around for 2 weeks then cancel my order??? Seriously? This is why Amazon is winning. Realistically, I can't say I'll never shop at walmart again, but I certainly won't be shopping there for the rest of this season. Next year, I'll stick to Amazon. #walmartisagrinch #firstitemonherchristmaslist #amazonwillfixthis","December 10, 2018"
april greene,2018-12-09T18:56:02.000Z,Rated 1 out of 5 stars,walmart has these coupons saying if you…,walmart has these coupons saying if you buy 100.00 worth of toys u get 25.00 off....well it excludes..LOL legos hotwheels barbie dream house.  Thomas and friends.... I mean really???? Everything kids want is not included,"December 09, 2018"
Stacey Evans ,2018-12-09T17:57:59.000Z,Rated 1 out of 5 stars,I've had a credit card with walmart for…,I've had a credit card with walmart for a long time. Never had any trouble with my payments going through automatically me paying online. They change their system to overseas and all of a sudden I'm having problems nobody can speak English or understand on the phone. October my payment didn't go through so walmart charges me a $27.00 because one of the numbers were wrong on my account. I get ahold of somebody that finally speaks English and she takes care of it and she told me she corrected the number on my account that was a lie. Cuz I made my November payment and it course it didn't go through. So I don't know if they're going to charge me a fee or not I'm waiting on it because I went in the store and paid my card off and I haven't got a fee for that yet I made two extra payment so I'm waiting for those two fees to come through so I can pay them two fees because I know walmart they're going to charge me for them two fees!!! Then I get a letter in the mail saying they close my account that's fine they can shove the card up there behind! Because I called them the second time and November to let them know that the lady in October told me she fixed my account PUT she did NOT!! SHE lied you can't get hold of nobody to take care of your account I never had so much trouble in my life I went in the store to talk to THEM  and literally started crying because I couldn't get no answer about anybody up from wherever they take care of the cards anymore because they don't do it in the store but I could pay my card in the store!!!! walmart I've never been so disappointed in you!!! you moved your credit card payment to wherever you move it to they terrible they don't know what they're doing none of them do they are terrible and they messed my account up really bad so you just lost a valuable customer and you can take your card and shove !!!!!!! Please charge me my two fees  so I can pay them off and you can close my account I can't stand walmart I will never shop there again!!! You ruined my account and you ruined having a good customer you greediness  got the best of you I hope you're happy!!! From a not a happy customer.😡😡😡😡😡 Merry Christmas,"December 09, 2018"
Joe Garcia,2018-12-09T16:55:16.000Z,Rated 1 out of 5 stars,Careful if you shop at walmart and use…,"Careful if you shop at walmart and use the self-checkout lines you will be accused of shoplifting. After proving my innocence, I didnt get so much as an apology. I use to drop a few hundred a month at walmart,  now my money goes to Walmart.","December 09, 2018"
Phil Enright,2018-12-08T18:39:19.000Z,Rated 1 out of 5 stars,walmart has no Interest in Customer Service,walmart claims to be customer service oriented. ,"December 08, 2018"
Anna,2018-12-08T06:14:19.000Z,Rated 5 out of 5 stars,This review was disallowed on Yelp so…,This review was disallowed on Yelp so am posting it here.,"December 08, 2018"
Shari F Vanlandingham Marker,2018-12-07T19:44:32.000Z,Rated 1 out of 5 stars,Want my money back,"Ok, I ordered some Apple Airpods on Nov 30th from walmart. I got an email thanking me for my order, giving me the order number and stating they would be delivered December 5th.  Today, December the 7th I got an email saying my order has been canceled because they are out of stock. Why did they even pretend to fill my order if they didn't have the merchandise????? However, They still have my money and they said it would take 10 days for my refund. So now my money is being held hostage for merchandise they never had and I don't have anyway to reorder from someone else. This is the worse service I've ever had from a retailer.","December 07, 2018"
